,Unnamed: 0,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
46,47,"Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",1 win & 6 nominations.,"$91,024,535",USA,24 Jun 2014,Noam Murro,,Action,English,48.0,"Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",07 Mar 2014,True,102 min,300: Rise of an Empire,movie,,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Frank Miller (graphic novel ""Xerxes"")",2014,tt1253863,6.2,"267,413",
48,49,"Josh Hartnett, Shannyn Sossamon, Paulo Costanzo, Adam Trese",1 win & 2 nominations.,,USA,17 Sep 2002,Michael Lehmann,,"Comedy, Romance",English,53.0,"After a brutal break-up, a young man vows to stay celibate during the forty days of Lent, but finds the girl of his dreams and is unable to do anything about it.",https://m.media-amazon.com/images/M/MV5BYjY1ZWYwM2MtNDk0YS00NjY5LWJiYzQtZjVmYmNlN2Y0MzVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",01 Mar 2002,True,96 min,40 Days and 40 Nights,movie,,Rob Perez,2002,tt0243736,5.6,"68,110",
49,50,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni",3 wins & 18 nominations.,"$95,001,343",USA,16 Jul 2013,Brian Helgeland,,"Biography, Drama, Sport",English,62.0,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",https://m.media-amazon.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",12 Apr 2013,True,128 min,42,movie,,Brian Helgeland,2013,tt0453562,7.5,"79,058",
51,52,"Mandy Moore, Claire Holt, Chris Johnson, Yani Gellman",1 nomination.,"$44,305,642","UK, USA",26 Sep 2017,Johannes Roberts,,"Adventure, Drama, Horror, Thriller","English, Spanish",52.0,"Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.",https://m.media-amazon.com/images/M/MV5BYTcyMDRiNDQtODRkMy00YjU0LWEwYTEtMzk3NzIzODYzMjU2XkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_SX300.jpg,Entertainment Studios Motion Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",16 Jun 2017,True,89 min,47 Meters Down,movie,,"Johannes Roberts, Ernest Riera",2017,tt2932536,5.6,"42,613",
52,53,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano",5 nominations.,"$20,518,224","USA, UK, Japan, Hungary",01 Apr 2014,Carl Rinsch,,"Action, Drama, Fantasy","English, Japanese",28.0,A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",25 Dec 2013,True,128 min,47 Ronin,movie,,"Chris Morgan (screenplay), Hossein Amini (screenplay), Chris Morgan (screen story by), Walter Hamada (screen story by)",2013,tt1335975,6.2,"138,979",
53,54,"Nick Nolte, Eddie Murphy, Annette O'Toole, Frank McRae",Nominated for 1 Golden Globe. Another 2 wins & 1 nomination.,,USA,26 Jan 1999,Walter Hill,,"Action, Comedy, Crime, Drama, Thriller",English,71.0,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",https://m.media-amazon.com/images/M/MV5BYWFkZjNkNmEtMTE5OC00MzA4LThkNWUtOWJlNjUxZGFiYzhmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,Paramount Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",08 Dec 1982,True,96 min,48 Hrs.,movie,,"Roger Spottiswoode, Walter Hill, Larry Gross, Steven E. de Souza",1982,tt0083511,6.9,"64,104",
54,55,"Nick Nolte, Eddie Murphy, Annette O'Toole, Frank McRae",Nominated for 1 Golden Globe. Another 2 wins & 1 nomination.,,USA,26 Jan 1999,Walter Hill,,"Action, Comedy, Crime, Drama, Thriller",English,71.0,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",https://m.media-amazon.com/images/M/MV5BYWFkZjNkNmEtMTE5OC00MzA4LThkNWUtOWJlNjUxZGFiYzhmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,Paramount Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",08 Dec 1982,True,96 min,48 Hrs.,movie,,"Roger Spottiswoode, Walter Hill, Larry Gross, Steven E. de Souza",1982,tt0083511,6.9,"64,104",
55,56,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin",6 wins & 10 nominations.,"$120,776,832",USA,15 Jun 2004,Peter Segal,,"Comedy, Drama, Romance","English, Hawaiian, Mandarin, None",48.0,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.",https://m.media-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",13 Feb 2004,True,99 min,50 First Dates,movie,,George Wing,2004,tt0343660,6.8,"308,559",
56,57,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",Nominated for 2 Golden Globes. Another 12 wins & 25 nominations.,"$35,005,118",USA,24 Jan 2012,Jonathan Levine,,"Comedy, Drama, Romance",English,72.0,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",https://m.media-amazon.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg,Summit Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",30 Sep 2011,True,100 min,50/50,movie,,Will Reiser,2011,tt1306980,7.6,"304,071",
57,58,"Ryan Phillippe, Salma Hayek, Neve Campbell, Mike Myers",9 nominations.,,USA,03 Apr 2001,Mark Christopher,,"Drama, Music",English,33.0,The famous 1970s New York City nightclub seen and told through the eyes of a young employee.,https://m.media-amazon.com/images/M/MV5BYTIzNzIxMjEtZDNiZS00Y2E1LTkwOTItZGJjOTMwYzU4YzVmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",28 Aug 1998,True,93 min,54,movie,,Mark Christopher,1998,tt0120577,5.9,"30,474",
60,61,"James Rebhorn, Cameron Finley, Carrie Snodgress, Dustin Mayfield",,,USA,15 Aug 1999,John G. Avildsen,,"Biography, Drama, Sport, Western",English,,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",https://m.media-amazon.com/images/M/MV5BYjY4Nzk5NzItYjAyNy00NzgwLTgwMTQtMTM4MDkyOTk0ODFjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}]",25 Feb 1994,True,105 min,8 Seconds,movie,,Monte Merrick,1994,tt0109021,6.6,"4,547",
61,62,"Nicolas Cage, Joaquin Phoenix, James Gandolfini, Peter Stormare",2 wins & 2 nominations.,,"Germany, USA",22 May 2001,Joel Schumacher,,"Mystery, Thriller",English,19.0,"A private investigator is hired to discover if a ""snuff film"" is authentic or not.",https://m.media-amazon.com/images/M/MV5BNTNiMzAxZGMtZGYwZi00NWVmLTgyNmYtMGIwZGJhNzE0NmJjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",26 Feb 1999,True,123 min,8MM,movie,,Andrew Kevin Walker,1999,tt0134273,6.5,"117,667",
63,64,"Mila Kunis, Kristen Bell, Kathryn Hahn, Christine Baranski",1 win & 1 nomination.,"$72,080,547","USA, China",06 Feb 2018,"Jon Lucas, Scott Moore",,Comedy,"English, Japanese",42.0,"As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.",https://m.media-amazon.com/images/M/MV5BMTUwNTA4MDMxNl5BMl5BanBnXkFtZTgwMjE4NjQ0MzI@._V1_SX300.jpg,STXfilms,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",01 Nov 2017,True,104 min,A Bad Moms Christmas,movie,,"Jon Lucas, Scott Moore",2017,tt6359956,5.5,"34,718",
66,67,"Siem Vroom, Marlies van Alcmaer, Erik van 't Wout, Wolfgang Preiss",Won 3 BAFTA Film Awards. Another 4 wins & 4 nominations.,,USA,15 May 2001,Richard Attenborough,,"Drama, History, War","English, German, Dutch, Polish, Latin",,"Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines.",https://m.media-amazon.com/images/M/MV5BMTczNjg0MzQyM15BMl5BanBnXkFtZTcwMjY0NjAzNA@@._V1_SX300.jpg,United Artists,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",15 Jun 1977,True,175 min,A Bridge Too Far,movie,,"Cornelius Ryan (book), William Goldman (screenplay)",1977,tt0075784,7.4,"48,159",
67,68,"Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra",1 win & 3 nominations.,,USA,25 May 1998,Robert De Niro,,"Crime, Drama, Romance","English, Italian",80.0,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,https://m.media-amazon.com/images/M/MV5BMTczOTczNjE3Ml5BMl5BanBnXkFtZTgwODEzMzg5MTI@._V1_SX300.jpg,HBO Video,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",01 Oct 1993,True,121 min,A Bronx Tale,movie,,"Chazz Palminteri (play), Chazz Palminteri (screenplay)",1993,tt0106489,7.8,"118,762",
70,71,"Shirley MacLaine, Anthony Hopkins, Bo Derek, Michael Brandon",3 nominations.,,USA,,"Richard Lang, Noel Black",,"Comedy, Drama",English,,Marriage takes a sour turn when a middle-aged husband falls for a young and sexy woman. Things get even more complicated when his wife starts a hot affair with a young lover of her own.,https://m.media-amazon.com/images/M/MV5BMmE2MTgzYWUtN2Q0Yi00NDUxLTliNDYtMGY5MjY1MmJmMjZhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,,R,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",01 Dec 1980,True,102 min,A Change of Seasons,movie,,"Erich Segal (story), Martin Ransohoff (story), Erich Segal (screenplay), Ronni Kern (screenplay), Fred Segal (screenplay)",1980,tt0080515,5.2,802,
72,73,"Melinda Dillon, Darren McGavin, Scott Schwartz, Jean Shepherd",3 wins & 11 nominations.,,"USA, Canada",28 Sep 1999,Bob Clark,,"Comedy, Family",English,77.0,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",https://m.media-amazon.com/images/M/MV5BOWMyNjE0MzEtMzVjNy00NjIxLTg0ZjMtMWJhNGI1YmVjYTczL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,MGM,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",18 Nov 1983,True,94 min,A Christmas Story,movie,,"Jean Shepherd (based on the novel ""In God We Trust,  All Others Pay Cash"" by), Jean Shepherd (screenplay), Leigh Brown (screenplay), Bob Clark (screenplay)",1983,tt0085334,8.0,"122,889",
73,74,"Hilary Duff, Jennifer Coolidge, Chad Michael Murray, Dan Byrd",6 wins & 8 nominations.,"$51,100,000","USA, Canada",19 Oct 2004,Mark Rosman,,"Comedy, Family, Romance","English, German, Czech",25.0,"Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",https://m.media-amazon.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",16 Jul 2004,True,95 min,A Cinderella Story,movie,,Leigh Dunlap,2004,tt0356470,5.9,"76,425",
76,77,"Wallace Beery, Jane Powell, Elizabeth Taylor, Carmen Miranda",,,USA,22 Apr 2008,Richard Thorpe,,"Comedy, Musical, Romance","English, Spanish",,"Hyperactive teenager Judy challenges and is challenged by her overly proper parents, pesky brother Randolph, and boyfriend Oogie.",https://m.media-amazon.com/images/M/MV5BMWQ0OWY1MTEtZWI1Yi00MTFiLWI4Y2EtYjc5YjE0Y2E3YmU1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,MGM Home Entertainment,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",29 Jul 1948,True,113 min,A Date with Judy,movie,,"Dorothy Cooper (screenplay), Dorothy Kingsley (screenplay), Aleen Leslie (characters)",1948,tt0040271,6.6,"1,013",
77,78,"Josh Gad, Dennis Quaid, Peggy Lipton, Bryce Gheisar",3 nominations.,"$64,304,940","USA, India",02 May 2017,Lasse Hallström,,"Adventure, Comedy, Drama, Family, Fantasy",English,43.0,A dog looks to discover his purpose in life over the course of several lifetimes and owners.,https://m.media-amazon.com/images/M/MV5BNDQ4NjkxNzgzN15BMl5BanBnXkFtZTgwMjAzODQ4OTE@._V1_SX300.jpg,Amblin Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",27 Jan 2017,True,100 min,A Dog's Purpose,movie,,"W. Bruce Cameron (screenplay by), Cathryn Michon (screenplay by), Audrey Wells (screenplay by), Maya Forbes (screenplay by), Wallace Wolodarsky (screenplay), W. Bruce Cameron (based on the novel by)",2017,tt1753383,7.1,"58,179",
78,79,"Reese Witherspoon, Ethan Embry, Jack Thompson, Sarel Bok",,,"USA, UK",01 Jun 2004,Mikael Salomon,,"Adventure, Drama, Family, Romance",English,,"When a gang of African poachers raid her family's farm, young Nonni, visiting American teenager Harry Winslow and a local bushman guide must escape into the Kalahari desert and reach the nearest town.",https://m.media-amazon.com/images/M/MV5BNzJjZGJjZTAtOThmNS00NGRkLThkOWQtNmQxY2Y0NzBhYWY0XkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_SX300.jpg,Buena Vista Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}]",12 Mar 1993,True,108 min,A Far Off Place,movie,,"Laurens van der Post (books), Robert Caswell (screenplay), Jonathan Hensleigh (screenplay), Sally Robinson (screenplay)",1993,tt0106868,6.6,"3,159",
79,80,"Rock Hudson, Jennifer Jones, Vittorio De Sica, Oskar Homolka",Nominated for 1 Oscar. Another 1 win & 1 nomination.,,USA,29 Mar 2005,"Charles Vidor, John Huston",,"Drama, Romance, War","English, Latin",,"An English nurse and an American soldier on the Italian front during World War I fall in love, but the horrors surrounding them test their romance to the limit.",https://m.media-amazon.com/images/M/MV5BYTYwMDEyODItNDNjNi00MDE4LWIyZDctNTBhNWMwOGZiMzFlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Fox,Approved,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",14 Dec 1957,True,152 min,A Farewell To Arms,movie,,"Ben Hecht (screenplay), Ernest Hemingway (novel), Laurence Stallings (play)",1957,tt0050379,5.9,"2,256",
82,83,"Ted Danson, Howie Mandel, Richard Mulligan, Stuart Margolin",,,USA,06 Dec 2005,Blake Edwards,,"Action, Comedy, Crime, Romance",English,,"An actor and a chef fathom a plot to fix a horse race and attempt at capitalizing it, while striving to tackle two of the hitmen responsible for the scheme.",https://m.media-amazon.com/images/M/MV5BZTAyNmI2M2MtZjkyYi00NGJhLTg3YmUtMTUzOTA4ZjYwODY5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,B.E.E.,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",08 Aug 1986,True,90 min,A Fine Mess,movie,,Blake Edwards,1986,tt0091051,4.5,"1,240",
85,86,"Jennifer O'Neill, Chuck Norris, Clu Gulager, Ron O'Neal",,,USA,28 Sep 2004,Paul Aaron,,"Action, Crime, Drama, Thriller",English,,"When the detectives of an undercover police unit are being mysteriously killed by a martial artist, a professional kickboxer is hired to assist them.",https://m.media-amazon.com/images/M/MV5BYmExNGJmOTktZWVhZS00ZTAyLTgyOTItYWZlODA4MWMwNzU1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Gorilla Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",18 May 1979,True,90 min,A Force of One,movie,,"Pat E. Johnson (story), Ernest Tidyman (story), Ernest Tidyman (screenplay)",1979,tt0079168,5.1,"3,068",
86,87,"Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead",4 wins & 7 nominations.,"$67,344,392","USA, Russia, Hungary",04 Jun 2013,John Moore,,"Action, Thriller","English, Russian, Hindi, Punjabi",28.0,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.",https://m.media-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",14 Feb 2013,True,98 min,A Good Day to Die Hard,movie,,"Skip Woods, Roderick Thorp (certain original characters by)",2013,tt1606378,5.3,"190,827",
87,88,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin",5 nominations.,,"USA, Australia, France, Canada",20 Jun 2000,Kevin Lima,,"Animation, Adventure, Comedy, Family, Musical, Romance",English,,"When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.",https://m.media-amazon.com/images/M/MV5BZDczYjU4MDMtY2RjMy00Y2UyLWE2MmMtZjliYWUwNzQ3YjExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,The Walt Disney Company,G,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}]",07 Apr 1995,True,78 min,A Goofy Movie,movie,,"Jymn Magon (story), Jymn Magon (screenplay), Chris Matheson (screenplay), Brian Pimental (screenplay), Brian Pimental (story supervisor), Curtis Armstrong (additional written material), John Doolittle (additional written material)",1995,tt0113198,6.8,"41,710",
89,90,"Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner",1 win & 1 nomination.,"$32,536,865",USA,23 Apr 2013,Michael Tiddes,,"Comedy, Fantasy","English, Spanish",20.0,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help.",https://m.media-amazon.com/images/M/MV5BMTM1ODgyOTI0NF5BMl5BanBnXkFtZTcwODgyMDY3OA@@._V1_SX300.jpg,Open Road Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",11 Jan 2013,True,86 min,A Haunted House,movie,,"Marlon Wayans, Rick Alvarez",2013,tt2243537,5.0,"41,110",
